frame.number|ip.src|ip.dst|_ws.col.protocol|frame.len|kerberos.CNameString|kerberos.realm|kerberos.SNameString|ntlmssp.auth.username|ntlmssp.auth.domain|ntlmssp.auth.hostname
30|10.1.17.215|10.1.17.2|LDAP|748||BLUEMOONTUESDAY.COM|ldap,win-gsh54qlw48d.bluemoontuesday.com,bluemoontuesday.com|||
32|10.1.17.2|10.1.17.215|LDAP|264||||||
33|10.1.17.215|10.1.17.2|LDAP|129||||||
156|10.1.17.215|10.1.17.255|BROWSER|228||||||
157|10.1.17.215|10.1.17.255|BROWSER|243||||||
167|10.1.17.215|10.1.17.255|BROWSER|228||||||
170|10.1.17.215|10.1.17.255|BROWSER|228||||||
174|10.1.17.215|10.1.17.255|BROWSER|228||||||
188|10.1.17.215|10.1.17.255|BROWSER|240||||||
227|10.1.17.215|10.1.17.255|BROWSER|240||||||
246|10.1.17.215|10.1.17.255|BROWSER|240||||||
250|10.1.17.215|10.1.17.2|KRB5|288|shutchenson|BLUEMOONTUESDAY|krbtgt,BLUEMOONTUESDAY|||
251|10.1.17.2|10.1.17.215|KRB5|262||BLUEMOONTUESDAY|krbtgt,BLUEMOONTUESDAY|||
258|10.1.17.215|10.1.17.2|KRB5|368|shutchenson|BLUEMOONTUESDAY|krbtgt,BLUEMOONTUESDAY|||
260|10.1.17.2|10.1.17.215|KRB5|399|shutchenson|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
269|10.1.17.215|10.1.17.2|KRB5|307||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,host,desktop-l8c5gsj.bluemoontuesday.com|||
272|10.1.17.2|10.1.17.215|KRB5|329|shutchenson|BLUEMOONTUESDAY.COM|host,desktop-l8c5gsj.bluemoontuesday.com|||
282|10.1.17.215|10.1.17.2|DCERPC|214||||||
283|10.1.17.2|10.1.17.215|DCERPC|162||||||
284|10.1.17.215|10.1.17.2|EPM|222||||||
285|10.1.17.2|10.1.17.215|EPM|322||||||
293|10.1.17.215|10.1.17.2|KRB5|483||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
296|10.1.17.2|10.1.17.215|KRB5|461|shutchenson|BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
302|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
304|10.1.17.2|10.1.17.215|DCERPC|338||||||
305|10.1.17.215|10.1.17.2|DCERPC|274||||||
306|10.1.17.2|10.1.17.215|DCERPC|159||||||
307|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
308|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
309|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
310|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
311|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
312|10.1.17.2|10.1.17.215|DRSUAPI|418||||||
313|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
314|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
319|10.1.17.215|10.1.17.2|LDAP|736||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
321|10.1.17.2|10.1.17.215|LDAP|264||||||
322|10.1.17.215|10.1.17.2|LDAP|259||||||
323|10.1.17.2|10.1.17.215|LDAP|600||||||
328|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
330|10.1.17.2|10.1.17.215|LDAP|264||||||
331|10.1.17.215|10.1.17.2|LDAP|262||||||
332|10.1.17.2|10.1.17.215|LDAP|247||||||
333|10.1.17.215|10.1.17.2|LDAP|267||||||
334|10.1.17.2|10.1.17.215|LDAP|241||||||
335|10.1.17.215|10.1.17.2|LDAP|684||||||
336|10.1.17.2|10.1.17.215|LDAP|140||||||
337|10.1.17.215|10.1.17.2|LDAP|129||||||
340|10.1.17.215|10.1.17.2|LDAP|129||||||
347|10.1.17.215|10.1.17.255|BROWSER|240||||||
810|10.1.17.215|10.1.17.2|DCERPC|214||||||
811|10.1.17.2|10.1.17.215|DCERPC|162||||||
812|10.1.17.215|10.1.17.2|EPM|222||||||
813|10.1.17.2|10.1.17.215|EPM|322||||||
818|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
820|10.1.17.2|10.1.17.215|DCERPC|338||||||
821|10.1.17.215|10.1.17.2|DCERPC|274||||||
826|10.1.17.2|10.1.17.215|DCERPC|159||||||
830|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
831|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
832|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
833|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
834|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
835|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
837|10.1.17.215|10.1.17.2|EPM|222||||||
838|10.1.17.2|10.1.17.215|EPM|322||||||
839|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
840|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
841|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
842|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
843|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
844|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
848|10.1.17.215|10.1.17.2|LDAP|404||||||
851|10.1.17.2|10.1.17.215|LDAP|1450||||||
854|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
857|10.1.17.2|10.1.17.215|LDAP|264||||||
863|10.1.17.215|10.1.17.2|LDAP|238||||||
864|10.1.17.2|10.1.17.215|LDAP|262||||||
865|10.1.17.215|10.1.17.2|LDAP|243||||||
866|10.1.17.2|10.1.17.215|LDAP|220||||||
867|10.1.17.215|10.1.17.2|LDAP|237||||||
869|10.1.17.2|10.1.17.215|LDAP|273||||||
894|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
902|10.1.17.2|10.1.17.215|LDAP|264||||||
906|10.1.17.215|10.1.17.2|LDAP|172||||||
910|10.1.17.2|10.1.17.215|LDAP|330||||||
913|10.1.17.215|10.1.17.2|LDAP|312||||||
916|10.1.17.2|10.1.17.215|LDAP|340||||||
917|10.1.17.215|10.1.17.2|LDAP|129||||||
919|10.1.17.215|10.1.17.2|LDAP|129||||||
1278|10.1.17.215|10.1.17.2|SMB|213||||||
1284|10.1.17.215|10.1.17.2|SMB2|936||BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
1286|10.1.17.2|10.1.17.215|SMB2|314||||||
4839|10.1.17.215|10.1.17.2|DCERPC|214||||||
4840|10.1.17.2|10.1.17.215|DCERPC|162||||||
4841|10.1.17.215|10.1.17.2|EPM|222||||||
4842|10.1.17.2|10.1.17.215|EPM|322||||||
4847|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
4849|10.1.17.2|10.1.17.215|DCERPC|338||||||
4850|10.1.17.215|10.1.17.2|DCERPC|274||||||
4851|10.1.17.2|10.1.17.215|DCERPC|159||||||
4852|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
4853|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
4854|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
4855|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
4856|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
4857|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
4858|10.1.17.215|10.1.17.2|EPM|222||||||
4859|10.1.17.2|10.1.17.215|EPM|322||||||
4860|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
4861|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
4862|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
4863|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
4864|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
4865|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
4869|10.1.17.215|10.1.17.2|LDAP|404||||||
4871|10.1.17.2|10.1.17.215|LDAP|1450||||||
4874|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
4876|10.1.17.2|10.1.17.215|LDAP|264||||||
4877|10.1.17.215|10.1.17.2|LDAP|238||||||
4878|10.1.17.2|10.1.17.215|LDAP|262||||||
4879|10.1.17.215|10.1.17.2|LDAP|243||||||
4880|10.1.17.2|10.1.17.215|LDAP|220||||||
4881|10.1.17.215|10.1.17.2|LDAP|237||||||
4882|10.1.17.2|10.1.17.215|LDAP|273||||||
4887|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
4889|10.1.17.2|10.1.17.215|LDAP|264||||||
4890|10.1.17.215|10.1.17.2|LDAP|172||||||
4893|10.1.17.2|10.1.17.215|LDAP|330||||||
4895|10.1.17.215|10.1.17.2|LDAP|312||||||
4896|10.1.17.2|10.1.17.215|LDAP|340||||||
4897|10.1.17.215|10.1.17.2|LDAP|129||||||
4900|10.1.17.215|10.1.17.2|LDAP|129||||||
7615|10.1.17.215|10.1.17.2|DCERPC|214||||||
7616|10.1.17.2|10.1.17.215|DCERPC|162||||||
7617|10.1.17.215|10.1.17.2|EPM|222||||||
7618|10.1.17.2|10.1.17.215|EPM|322||||||
7623|10.1.17.215|10.1.17.2|DCERPC|869||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
7625|10.1.17.2|10.1.17.215|DCERPC|338||||||
7626|10.1.17.215|10.1.17.2|DCERPC|274||||||
7627|10.1.17.2|10.1.17.215|DCERPC|159||||||
7628|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
7629|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
7630|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
7631|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
7632|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
7633|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
7634|10.1.17.215|10.1.17.2|EPM|222||||||
7635|10.1.17.2|10.1.17.215|EPM|322||||||
7636|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
7637|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
7638|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
7639|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
7640|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
7641|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
7645|10.1.17.215|10.1.17.2|LDAP|404||||||
7647|10.1.17.2|10.1.17.215|LDAP|1450||||||
7650|10.1.17.215|10.1.17.2|LDAP|760||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
7652|10.1.17.2|10.1.17.215|LDAP|264||||||
7653|10.1.17.215|10.1.17.2|LDAP|238||||||
7654|10.1.17.2|10.1.17.215|LDAP|262||||||
7655|10.1.17.215|10.1.17.2|LDAP|243||||||
7656|10.1.17.2|10.1.17.215|LDAP|220||||||
7657|10.1.17.215|10.1.17.2|LDAP|237||||||
7658|10.1.17.2|10.1.17.215|LDAP|273||||||
7663|10.1.17.215|10.1.17.2|LDAP|760||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
7665|10.1.17.2|10.1.17.215|LDAP|264||||||
7666|10.1.17.215|10.1.17.2|LDAP|172||||||
7669|10.1.17.2|10.1.17.215|LDAP|330||||||
7671|10.1.17.215|10.1.17.2|LDAP|312||||||
7672|10.1.17.2|10.1.17.215|LDAP|340||||||
7673|10.1.17.215|10.1.17.2|LDAP|129||||||
7676|10.1.17.215|10.1.17.2|LDAP|129||||||
14567|10.1.17.215|10.1.17.2|DCERPC|214||||||
14568|10.1.17.2|10.1.17.215|DCERPC|162||||||
14569|10.1.17.215|10.1.17.2|EPM|222||||||
14570|10.1.17.2|10.1.17.215|EPM|322||||||
14575|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
14577|10.1.17.2|10.1.17.215|DCERPC|338||||||
14578|10.1.17.215|10.1.17.2|DCERPC|274||||||
14579|10.1.17.2|10.1.17.215|DCERPC|159||||||
14580|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
14581|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
14582|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
14583|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
14584|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
14585|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
14586|10.1.17.215|10.1.17.2|EPM|222||||||
14587|10.1.17.2|10.1.17.215|EPM|322||||||
14588|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
14589|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
14590|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
14591|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
14592|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
14593|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
14597|10.1.17.215|10.1.17.2|LDAP|404||||||
14599|10.1.17.2|10.1.17.215|LDAP|1450||||||
14602|10.1.17.215|10.1.17.2|LDAP|743||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
14604|10.1.17.2|10.1.17.215|LDAP|265||||||
14605|10.1.17.215|10.1.17.2|LDAP|238||||||
14606|10.1.17.2|10.1.17.215|LDAP|262||||||
14607|10.1.17.215|10.1.17.2|LDAP|243||||||
14608|10.1.17.2|10.1.17.215|LDAP|220||||||
14609|10.1.17.215|10.1.17.2|LDAP|237||||||
14610|10.1.17.2|10.1.17.215|LDAP|273||||||
14615|10.1.17.215|10.1.17.2|LDAP|743||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
14617|10.1.17.2|10.1.17.215|LDAP|265||||||
14618|10.1.17.215|10.1.17.2|LDAP|172||||||
14621|10.1.17.2|10.1.17.215|LDAP|330||||||
14623|10.1.17.215|10.1.17.2|LDAP|312||||||
14624|10.1.17.2|10.1.17.215|LDAP|340||||||
14625|10.1.17.215|10.1.17.2|LDAP|129||||||
14628|10.1.17.215|10.1.17.2|LDAP|129||||||
14691|10.1.17.215|10.1.17.255|BROWSER|228||||||
14699|10.1.17.215|10.1.17.2|LDAP|404||||||
14701|10.1.17.2|10.1.17.215|LDAP|1450||||||
14707|10.1.17.215|10.1.17.2|KRB5|463||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,ldap,win-gsh54qlw48d.bluemoontuesday.com|||
14710|10.1.17.2|10.1.17.215|KRB5|435|shutchenson|BLUEMOONTUESDAY.COM|ldap,win-gsh54qlw48d.bluemoontuesday.com|||
14716|10.1.17.215|10.1.17.2|LDAP|677||BLUEMOONTUESDAY.COM|ldap,win-gsh54qlw48d.bluemoontuesday.com|||
14719|10.1.17.2|10.1.17.215|LDAP|265||||||
14720|10.1.17.215|10.1.17.2|LDAP|250||||||
14721|10.1.17.2|10.1.17.215|LDAP|275||||||
14722|10.1.17.215|10.1.17.2|LDAP|129||||||
14728|10.1.17.215|10.1.17.2|LDAP|677||BLUEMOONTUESDAY.COM|ldap,win-gsh54qlw48d.bluemoontuesday.com|||
14730|10.1.17.2|10.1.17.215|LDAP|265||||||
14731|10.1.17.215|10.1.17.2|LDAP|250||||||
14732|10.1.17.2|10.1.17.215|LDAP|275||||||
14733|10.1.17.215|10.1.17.2|LDAP|129||||||
14737|10.1.17.215|10.1.17.255|BROWSER|228||||||
14738|10.1.17.215|10.1.17.255|BROWSER|228||||||
14739|10.1.17.215|10.1.17.255|BROWSER|228||||||
14744|10.1.17.215|10.1.17.255|BROWSER|240||||||
14745|10.1.17.215|10.1.17.255|BROWSER|240||||||
14746|10.1.17.215|10.1.17.255|BROWSER|240||||||
14747|10.1.17.215|10.1.17.255|BROWSER|240||||||
14939|10.1.17.215|10.1.17.2|LDAP|404||||||
14941|10.1.17.2|10.1.17.215|LDAP|1450||||||
14944|10.1.17.215|10.1.17.2|LDAP|677||BLUEMOONTUESDAY.COM|ldap,win-gsh54qlw48d.bluemoontuesday.com|||
14946|10.1.17.2|10.1.17.215|LDAP|265||||||
14947|10.1.17.215|10.1.17.2|LDAP|250||||||
14948|10.1.17.2|10.1.17.215|LDAP|275||||||
14949|10.1.17.215|10.1.17.2|LDAP|129||||||
14956|10.1.17.215|10.1.17.2|LDAP|677||BLUEMOONTUESDAY.COM|ldap,win-gsh54qlw48d.bluemoontuesday.com|||
14958|10.1.17.2|10.1.17.215|LDAP|265||||||
14959|10.1.17.215|10.1.17.2|LDAP|250||||||
14960|10.1.17.2|10.1.17.215|LDAP|275||||||
14961|10.1.17.215|10.1.17.2|LDAP|129||||||
14975|10.1.17.215|10.1.17.2|DCERPC|214||||||
14976|10.1.17.2|10.1.17.215|DCERPC|162||||||
14977|10.1.17.215|10.1.17.2|EPM|222||||||
14978|10.1.17.2|10.1.17.215|EPM|322||||||
14983|10.1.17.215|10.1.17.2|DCERPC|852||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
14985|10.1.17.2|10.1.17.215|DCERPC|339||||||
14986|10.1.17.215|10.1.17.2|DCERPC|274||||||
14987|10.1.17.2|10.1.17.215|DCERPC|159||||||
14988|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
14989|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
14990|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
14991|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
14992|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
14993|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
14994|10.1.17.215|10.1.17.2|EPM|222||||||
14995|10.1.17.2|10.1.17.215|EPM|322||||||
14996|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
14997|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
14998|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
14999|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
15000|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
15001|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
15005|10.1.17.215|10.1.17.2|LDAP|404||||||
15007|10.1.17.2|10.1.17.215|LDAP|1450||||||
15010|10.1.17.215|10.1.17.2|LDAP|743||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
15012|10.1.17.2|10.1.17.215|LDAP|265||||||
15013|10.1.17.215|10.1.17.2|LDAP|238||||||
15014|10.1.17.2|10.1.17.215|LDAP|262||||||
15015|10.1.17.215|10.1.17.2|LDAP|243||||||
15016|10.1.17.2|10.1.17.215|LDAP|220||||||
15017|10.1.17.215|10.1.17.2|LDAP|237||||||
15018|10.1.17.2|10.1.17.215|LDAP|273||||||
15023|10.1.17.215|10.1.17.2|LDAP|743||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
15025|10.1.17.2|10.1.17.215|LDAP|265||||||
15026|10.1.17.215|10.1.17.2|LDAP|172||||||
15029|10.1.17.2|10.1.17.215|LDAP|330||||||
15031|10.1.17.215|10.1.17.2|LDAP|312||||||
15032|10.1.17.2|10.1.17.215|LDAP|340||||||
15033|10.1.17.215|10.1.17.2|LDAP|129||||||
15035|10.1.17.215|10.1.17.2|LDAP|129||||||
15345|10.1.17.215|10.1.17.2|DCERPC|214||||||
15346|10.1.17.2|10.1.17.215|DCERPC|162||||||
15347|10.1.17.215|10.1.17.2|EPM|222||||||
15348|10.1.17.2|10.1.17.215|EPM|322||||||
15353|10.1.17.215|10.1.17.2|DCERPC|852||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
15355|10.1.17.2|10.1.17.215|DCERPC|339||||||
15356|10.1.17.215|10.1.17.2|DCERPC|274||||||
15357|10.1.17.2|10.1.17.215|DCERPC|159||||||
15358|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
15359|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
15360|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
15361|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
15362|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
15363|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
15364|10.1.17.215|10.1.17.2|EPM|222||||||
15365|10.1.17.2|10.1.17.215|EPM|322||||||
15366|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
15367|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
15368|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
15369|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
15370|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
15371|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
15375|10.1.17.215|10.1.17.2|LDAP|404||||||
15377|10.1.17.2|10.1.17.215|LDAP|1450||||||
15380|10.1.17.215|10.1.17.2|LDAP|743||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
15382|10.1.17.2|10.1.17.215|LDAP|265||||||
15383|10.1.17.215|10.1.17.2|LDAP|238||||||
15384|10.1.17.2|10.1.17.215|LDAP|262||||||
15385|10.1.17.215|10.1.17.2|LDAP|243||||||
15386|10.1.17.2|10.1.17.215|LDAP|220||||||
15387|10.1.17.215|10.1.17.2|LDAP|237||||||
15388|10.1.17.2|10.1.17.215|LDAP|273||||||
15393|10.1.17.215|10.1.17.2|LDAP|743||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
15395|10.1.17.2|10.1.17.215|LDAP|265||||||
15396|10.1.17.215|10.1.17.2|LDAP|172||||||
15399|10.1.17.2|10.1.17.215|LDAP|330||||||
15401|10.1.17.215|10.1.17.2|LDAP|312||||||
15402|10.1.17.2|10.1.17.215|LDAP|340||||||
15403|10.1.17.215|10.1.17.2|LDAP|129||||||
15405|10.1.17.215|10.1.17.2|LDAP|129||||||
15453|10.1.17.215|10.1.17.2|SMB|213||||||
15461|10.1.17.215|10.1.17.2|KRB5|463||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
15464|10.1.17.2|10.1.17.215|KRB5|435|shutchenson|BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
15473|10.1.17.215|10.1.17.2|KRB5|256||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,krbtgt,BLUEMOONTUESDAY.COM|||
15476|10.1.17.2|10.1.17.215|KRB5|285|shutchenson|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
15483|10.1.17.215|10.1.17.2|SMB2|901||BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
15485|10.1.17.2|10.1.17.215|SMB2|315||||||
15495|10.1.17.215|10.1.17.2|DCERPC|330||||||
15498|10.1.17.2|10.1.17.215|DCERPC|254||||||
15499|10.1.17.215|10.1.17.2|SAMR|330||||||
15500|10.1.17.2|10.1.17.215|SAMR|234||||||
15501|10.1.17.215|10.1.17.2|SAMR|230||||||
15502|10.1.17.2|10.1.17.215|SAMR|386||||||
15503|10.1.17.215|10.1.17.2|SAMR|296||||||
15504|10.1.17.2|10.1.17.215|SAMR|238||||||
15505|10.1.17.215|10.1.17.2|SAMR|258||||||
15506|10.1.17.2|10.1.17.215|SAMR|218||||||
15507|10.1.17.215|10.1.17.2|SAMR|246||||||
15508|10.1.17.2|10.1.17.215|SAMR|218||||||
15509|10.1.17.215|10.1.17.2|SAMR|312||||||
15510|10.1.17.2|10.1.17.215|SAMR|258||||||
15511|10.1.17.215|10.1.17.2|SAMR|230||||||
15512|10.1.17.2|10.1.17.215|SAMR|218||||||
15513|10.1.17.215|10.1.17.2|SAMR|226||||||
15514|10.1.17.2|10.1.17.215|SAMR|878||||||
15515|10.1.17.215|10.1.17.2|SAMR|226||||||
15516|10.1.17.2|10.1.17.215|SAMR|418||||||
15517|10.1.17.215|10.1.17.2|SAMR|222||||||
15518|10.1.17.2|10.1.17.215|SAMR|238||||||
15519|10.1.17.215|10.1.17.2|SAMR|342||||||
15520|10.1.17.2|10.1.17.215|SAMR|226||||||
15521|10.1.17.215|10.1.17.2|SAMR|222||||||
15522|10.1.17.2|10.1.17.215|SAMR|218||||||
15523|10.1.17.215|10.1.17.2|SAMR|222||||||
15524|10.1.17.2|10.1.17.215|SAMR|218||||||
15525|10.1.17.215|10.1.17.2|SAMR|222||||||
15526|10.1.17.2|10.1.17.215|SAMR|218||||||
15527|10.1.17.215|10.1.17.2|SAMR|222||||||
15528|10.1.17.2|10.1.17.215|SAMR|218||||||
15536|10.1.17.215|10.1.17.255|BROWSER|243||||||
15561|169.254.168.209|169.254.255.255|BROWSER|228||||||
15562|169.254.168.209|169.254.255.255|BROWSER|243||||||
15563|169.254.168.209|169.254.255.255|BROWSER|228||||||
15564|169.254.168.209|169.254.255.255|BROWSER|228||||||
15565|169.254.168.209|169.254.255.255|BROWSER|228||||||
15566|169.254.168.209|169.254.255.255|BROWSER|240||||||
15567|169.254.168.209|169.254.255.255|BROWSER|240||||||
15568|169.254.168.209|169.254.255.255|BROWSER|240||||||
15569|169.254.168.209|169.254.255.255|BROWSER|240||||||
15578|169.254.168.209|169.254.255.255|BROWSER|228||||||
15579|169.254.168.209|169.254.255.255|BROWSER|228||||||
15580|169.254.168.209|169.254.255.255|BROWSER|258||||||
15702|10.1.17.215|10.1.17.2|LDAP|404||||||
15704|10.1.17.2|10.1.17.215|LDAP|1450||||||
15709|10.1.17.215|10.1.17.2|KRB5|301|desktop-l8c5gsj$|bluemoontuesday.com|krbtgt,bluemoontuesday.com|||
15710|10.1.17.2|10.1.17.215|KRB5|298||bluemoontuesday.com|krbtgt,bluemoontuesday.com|||
15717|10.1.17.215|10.1.17.2|KRB5|381|desktop-l8c5gsj$|bluemoontuesday.com|krbtgt,bluemoontuesday.com|||
15719|10.1.17.2|10.1.17.215|KRB5|445|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
